NEO_flag,One_km_NEO_flag,PHA_flag,H,G,Num_obs,rms,U,Arc_years,Perturbers,Perturbers_2,Number,Name,Principal_desig,Other_desigs,Epoch,M,Peri,Node,i,e,n,a,Ref,Num_opps,Computer,Hex_flags,Last_obs,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type
,,,16.0,0.15,338.0,0.41,0,2000-2019,M-v,38h,(158035),,2000 SA56,,2459200.5,138.2228,302.58748,348.10588,4.21548,0.136915,0.25475113,2.46448,MPO502924,13,Williams,0000,2019-11-02,2458657.9202,3.8689039,2.1270557,2.8019043,1.2091408,1.3485652,MBA
,,,15.6,0.15,260.0,0.34,0,1995-2019,M-v,38h,(249577),,1995 SH16,,2459200.5,321.15182,178.66203,176.52451,9.09633,0.0091765,0.19080286,2.9882216,MPO533807,15,MPCW,0000,2019-05-01,2459404.10383,5.1655813,2.9608002,3.015643,1.493985,1.2400625,MBA
,,,16.4,0.15,94.0,0.33,0,2008-2020,M-v,38h,,,2014 QU432,,2459200.5,201.81666,264.27317,285.4179,10.17387,0.0425487,0.17829902,3.1263438,E2020-UG0,7,MPCLINUX,0400,2020-10-21,2460087.68019,5.5278354,2.9933219,3.2593657,1.5603419,1.2208561,MBA
,,,17.4,0.15,36.0,0.37,1.0,2011-2018,M-v,38h,,,2011 AH91,,2459000.5,162.43915,124.68976,256.47717,10.75557,0.0871421,0.23206364,2.6225955,MPO516062,4,MPCLINUX,0000,2018-12-13,2458300.52314,4.2471438,2.394057,2.851134,1.3013401,1.307963,MBA
,,,17.0,0.15,162.0,0.42,0,2004-2019,M-v,38h,(490136),,2008 UE128,,2459200.5,31.37312,77.50632,56.3891,20.26905,0.3808117,0.25934236,2.4353071,MPO508049,5,Williams,0005,2019-11-25,2459079.52814,3.8004113,1.5079137,3.3627005,1.0410724,1.3570904,Object with perihelion distance < 1.665 AU
,,,14.5,0.15,1066.0,0.44,0,1992-2019,M-v,38h,(21779),,1999 RE231,['1999 VZ202'],2459200.5,124.71931,178.86348,120.22325,10.44811,0.1198367,0.24163172,2.5528978,MPO531266,19,MPCW,0000,2019-10-31,2458684.34541,4.0789665,2.246967,2.8588286,1.258118,1.3247843,MBA
,,,16.8,0.15,96.0,0.43,0,2000-2021,M-v,38h,,,2000 UQ35,,2459200.5,102.7341,300.2064,31.56855,3.59988,0.2818026,0.25336123,2.473485,E2021-AJ6,11,MPCLINUX,0400,2021-01-14,2458795.01526,3.8901283,1.7764505,3.1705195,1.1385294,1.3460054,MBA
,,,12.5,0.15,525.0,0.56,0,1978-2020,M-v,3Ek,(65150),,2002 CA126,['1996 RQ29'],2459200.5,244.32914,280.94793,187.52828,7.46238,0.0725142,0.08271607,5.2168633,E2021-B10,19,Pan,0009,2020-11-14,2460598.90974,11.9155525,4.8385666,5.59516,2.5947157,1.0916124,Jupiter Trojan
,,,16.02,0.15,804.0,0.58,0,1993-2020,M-v,3Ek,(92583),,2000 PA2,,2459200.5,135.44972,35.38143,8.15487,2.2599,0.2107521,0.26796936,2.3827544,E2021-B10,13,Pan,0000,2020-05-11,2458695.03269,3.6780609,1.8805839,2.8849249,1.1384605,1.3734045,MBA
,,,18.0,0.15,77.0,0.2,1.0,2012-2019,M-v,38h,,,2013 CC88,,2459000.5,344.91609,157.84329,286.49419,18.98804,0.0996835,0.38074719,1.8852903,MPO529059,3,Veres,0006,2019-08-21,2459040.11661,2.5886143,1.697358,2.0732226,0.9332783,1.6294794,Hungaria
,,,18.5,0.15,25.0,0.35,3,2009-2017,M-v,38h,,,2013 RT102,,2459000.5,281.37783,3.72529,283.95211,4.03757,0.1989807,0.24489539,2.5301658,E2020-OH0,3,MPCLINUX,0000,2017-09-12,2459321.54401,4.0246069,2.0267116,3.03362,1.2149941,1.3306215,MBA
,,,17.84,0.15,122.0,0.53,0,2007-2020,M-v,3Ek,(459094),,2012 BO88,,2459200.5,163.29827,79.18832,343.71074,5.99012,0.1501517,0.25650578,2.4532282,E2021-B25,6,Pan,0000,2020-04-19,2458563.87372,3.8424385,2.0848718,2.8215846,1.1989594,1.3518106,MBA
,,,17.1,0.15,190.0,0.41,0,1998-2019,M-v,38h,(184430),,2005 NW17,,2459200.5,111.78832,225.10134,109.05058,6.09668,0.2199895,0.27956443,2.3164065,MPO475553,12,MPCLINUX,0000,2019-08-04,2458800.63392,3.5255117,1.8068214,2.8259916,1.1021516,1.3959594,MBA
,,,18.2,0.15,11.0,0.17,,,,,,,2016 TC62,,2457660.5,337.77825,24.90825,12.91069,5.16727,0.071374,0.22028447,2.7152727,MPO392527,1,MPCMEL,2000,2016-10-21,2457761.37755,4.4742493,2.5214728,2.9090726,1.3507202,1.287832,MBA
,,,20.6,0.15,11.0,0.19,,,,,,,2014 WH11,,2456980.5,355.09622,35.44842,24.98685,1.08638,0.2376014,0.30973006,2.1634514,MPO322389,1,MPCW,2005,2014-11-28,2456996.33243,3.1821505,1.6494123,2.6774905,1.0206575,1.4582635,Object with perihelion distance < 1.665 AU
,,,17.07,0.15,366.0,0.58,0,1995-2020,M-v,3Ek,(250100),,2002 GZ139,,2459200.5,14.06684,129.98828,171.47137,3.20515,0.1697705,0.27746332,2.3280859,E2021-B55,13,Pan,0000,2020-06-24,2459149.80198,3.5522089,1.9328456,2.7233262,1.1304929,1.3918175,MBA
,,,17.33,0.15,102.0,0.65,0.0,2002-2020,M-v,3Ek,(345952),,2007 SP2,,2459200.5,294.53882,347.90461,336.97284,3.67493,0.2043286,0.20585879,2.8406852,E2021-B25,8,Pan,0000,2020-04-22,2459518.49084,4.7877853,2.260252,3.4211184,1.361043,1.2640065,MBA
,,,18.1,0.15,43.0,0.21,3.0,,M-v,38h,,,2020 GO14,,2459200.5,23.29716,192.33309,67.91936,12.81924,0.2066168,0.21267797,2.7796347,E2020-XI0,1,Veres,2000,2020-06-21,2459090.95801,4.6342727,2.2053155,3.3539539,1.3304853,1.2751582,MBA
,,,17.18,0.15,70.0,0.54,0,2009-2020,M-v,3Ek,(531497),,2012 TC144,,2459200.5,113.99013,61.00197,11.14908,10.53254,0.0978205,0.17345481,3.1842841,E2021-B25,6,Pan,0000,2020-02-20,2458543.32516,5.6822157,2.8727958,3.4957724,1.5769071,1.2135741,MBA
,,,16.5,0.15,124.0,0.37,0.0,1999-2018,M-v,38h,(356524),,2011 SK91,,2459200.5,337.96409,82.72399,319.69172,3.48551,0.064293,0.21147731,2.7901456,MPO455575,10,MPCLINUX,0000,2018-03-19,2459304.69988,4.6605836,2.6107588,2.9695324,1.3893061,1.2731805,MBA
,,,16.6,0.15,61.0,0.19,0.0,2007-2019,M-v,38h,,,2017 FK65,,2459000.5,152.11017,195.28107,62.44301,11.78356,0.1477312,0.18733463,3.0249904,MPO496096,5,MPCLINUX,0400,2019-09-27,2458188.52949,5.2612144,2.5781049,3.4718759,1.4794857,1.2346749,MBA
,,,11.32,0.15,2210.0,0.42,0,1937-2020,M-v,3Ek,(1832),Mrkos,1969 PC,['1937 CJ'],2459200.5,293.12397,80.3635,303.35118,14.95782,0.1009767,0.17038256,3.2224482,E2021-B10,32,Pan,0000,2020-11-10,2459593.00527,5.7846744,2.897056,3.5478404,1.5947956,1.2090006,MBA
,,,18.3,0.15,22.0,0.11,0.0,2013-2020,M-v,38h,,,2018 YN10,,2459200.5,178.44848,63.86422,16.0467,3.34094,0.0853009,0.22188146,2.7022283,E2020-UN6,4,Veres,0000,2020-04-22,2458396.24836,4.4420461,2.4717258,2.9327308,1.3412831,1.2905249,MBA
,,,18.0,0.15,22.0,0.13,,,,,,,2014 HM56,,2456760.5,319.49397,171.3711,86.65268,3.17488,0.1414556,0.22491451,2.6778797,MPO409469,1,MPCW,2000,2014-05-04,2456940.59524,4.3821435,2.2990786,3.0566808,1.3121481,1.2956705,MBA
,,,19.1,0.15,23.0,0.15,5.0,,M-v,38h,,,2017 RU114,,2459000.5,233.36874,37.60793,5.28359,2.55275,0.1753246,0.26867381,2.3785877,MPO523539,1,Veres,2000,2017-10-17,2459471.81972,3.6684175,1.9615628,2.7956126,1.1527365,1.374754,MBA
,,,16.6,0.15,53.0,0.54,1.0,2010-2020,M-v,38h,,,2012 BD71,,2459000.5,244.52635,303.15345,128.90042,17.41786,0.0508851,0.18077678,3.0977114,E2020-Q98,5,Pan,0400,2020-08-16,2459639.26401,5.4520701,2.940084,3.2553388,1.5448453,1.2246146,MBA
,,,18.3,0.15,104.0,0.26,0,2004-2019,M-v,38h,(501556),,2014 LF26,['2016 CA31'],2459200.5,95.39217,198.30463,152.31168,23.84115,0.1018662,0.37877062,1.8918434,MPO477353,7,MPCLINUX,0006,2019-07-03,2458948.65318,2.6021227,1.6991285,2.0845583,0.9361061,1.6241719,Hungaria
,,,13.19,0.15,1479.0,0.48,0,1999-2020,M-v,3Ek,(63118),,2000 WR171,,2459200.5,121.09561,65.33341,105.05387,17.42116,0.1673429,0.17778603,3.1323548,E2021-B10,18,Pan,0000,2020-07-01,2458519.3687,5.5437856,2.6081775,3.6565321,1.5223187,1.2200808,MBA
1.0,,,18.9,0.15,140.0,0.32,1,2013-2018,M-v,38h,,,2013 QH48,,2459000.5,221.7267,284.22064,139.99948,6.5236,0.5310131,0.24877314,2.5038044,MPO435003,2,MPCW,0804,2018-01-23,2459556.32095,3.9618734,1.1742515,3.8333573,0.8988972,1.3376241,Amor
,,,16.01,0.15,362.0,0.6,0,2007-2020,M-v,3Ek,(470392),,2007 TV389,,2459200.5,327.02242,158.76867,258.73215,15.28827,0.2961001,0.22263107,2.6961592,E2021-B25,7,Pan,0000,2020-12-04,2459348.62663,4.4270895,1.8978262,3.4944922,1.2298864,1.2917928,MBA
,,,16.12,0.15,696.0,0.57,0,1997-2020,M-v,3Ek,(64933),,2001 YZ112,,2459000.5,304.91766,358.6541,256.37968,3.06754,0.1272103,0.28415324,2.2914004,E2020-QM9,19,Pan,0000,2020-05-22,2459194.34733,3.4685781,1.9999107,2.5828901,1.12716,1.4050915,MBA
,,,16.46,0.15,274.0,0.44,0,2000-2020,M-v,3Ek,(382894),,2004 PK95,,2459200.5,285.86126,89.7639,273.86268,10.23,0.2868763,0.23234819,2.6204539,E2021-B25,11,Pan,0000,2020-05-25,2459519.58477,4.2419426,1.8687078,3.3722,1.2023979,1.308457,MBA
,,,13.62,0.15,207.0,0.48,0,2002-2021,M-v,3Ek,(229813),,2008 SW223,,2459200.5,13.47888,35.08073,328.38753,6.05098,0.0777181,0.08302604,5.2038708,E2021-B55,13,Pan,0009,2021-01-05,2459038.15471,11.8710671,4.7994358,5.6083058,2.5862194,1.0919873,Jupiter Trojan
,,,16.4,0.15,181.0,0.46,0.0,2004-2020,M-v,3Ek,(421305),,2013 TX34,,2459200.5,56.33495,39.75474,30.9671,0.93769,0.1896195,0.17489298,3.1668036,E2021-B25,6,Pan,0000,2020-02-14,2458878.38887,5.6354901,2.5663159,3.7672913,1.5264697,1.2157269,MBA
,,,17.2,0.15,11.0,0.16,,,,,,,2007 TF249,,2454380.5,281.05033,124.72388,342.69054,4.412,0.0775647,0.21385534,2.7694231,MPO166297,1,MPCW,2000,2007-10-15,2454749.67331,4.6087586,2.5546136,2.9842326,1.3763807,1.2771036,MBA
,,,16.41,0.15,247.0,0.56,0,1999-2020,M-v,3Ek,(288913),,2004 ST,,2459200.5,0.59726,254.59159,35.67488,13.16406,0.2707987,0.23395707,2.6084265,E2021-B55,11,Pan,0000,2020-06-23,2459197.94714,4.2127715,1.902068,3.314785,1.2085728,1.3112577,MBA
1.0,,,23.8,0.15,107.0,0.55,6.0,,M-v,3Eh,,,2020 ON,,2459000.5,340.16547,224.76729,117.42538,23.28598,0.6440466,0.23109954,2.6298844,E2020-OD9,1,Veres,0803,2020-07-27,2459086.3268,4.2648621,0.9361163,4.3236525,0.7695094,1.3062917,Apollo
,,,17.61,0.15,373.0,0.52,0,2001-2020,M-v,3Ek,(409270),,2004 RP23,,2459200.5,16.043,144.32296,162.40144,8.10596,0.2163597,0.30004026,2.2097833,E2021-B25,10,Pan,0000,2020-09-09,2459147.0305,3.284918,1.7316752,2.6878914,1.05317,1.4376525,MBA
,,,18.4,0.15,20.0,0.37,,,,,,,2014 WO78,,2456980.5,351.06738,3.46452,62.74543,16.62206,0.118955,0.23268053,2.6179581,MPO322399,1,MPCS,2000,2014-11-26,2457018.89007,4.2358838,2.3065389,2.9293773,1.2904566,1.3090346,MBA
,,,15.92,0.15,1034.0,0.5,0,1971-2021,M-v,3Ek,(116721),,2004 DT11,,2459200.5,79.86171,335.30693,318.16283,2.33225,0.2243382,0.26652116,2.3913782,E2021-B55,15,Pan,0000,2021-01-11,2458900.85502,3.6980468,1.8549007,2.9278557,1.1355129,1.3706385,MBA
,,,14.82,0.15,792.0,0.58,0.0,2000-2020,M-v,3Ek,(81479),,2000 GX142,,2459200.5,269.14942,177.13006,146.65103,12.08967,0.1801408,0.23813059,2.5778596,E2021-B10,16,Pan,0000,2020-05-20,2459582.01593,4.1389377,2.1134819,3.0422373,1.2471031,1.3185791,MBA
,,,16.1,0.15,294.0,0.39,0,1996-2020,M-v,38h,(152017),,2004 KR6,,2459200.5,140.88194,194.16833,147.44451,5.47777,0.1232127,0.21619981,2.7493657,MPO532803,16,MPCW,0000,2020-01-26,2458548.87155,4.5587814,2.4106089,3.0881225,1.3538133,1.2809951,MBA
,,,16.26,0.15,267.0,0.57,0,1992-2020,M-v,3Ek,(240474),,2004 BT62,['2005 GT155'],2459200.5,183.91266,12.10291,82.76196,3.16854,0.0335278,0.20070826,2.8890776,E2021-B55,14,Pan,0000,2020-06-24,2460077.83007,4.9106481,2.7922132,2.985942,1.442915,1.2557121,MBA
,,,17.6,0.15,40.0,0.32,1.0,2009-2020,M-v,38h,,,2010 MJ120,,2459200.5,104.79322,49.95784,218.73374,15.92546,0.13693,0.20191569,2.8775486,E2020-SN0,5,MPCLINUX,0000,2020-09-27,2458681.50484,4.8812832,2.4835259,3.2715713,1.4117975,1.2576468,MBA
,,,16.4,0.15,29.0,0.14,3.0,2010-2017,M-v,38h,,,2010 VD10,,2459000.5,126.20833,336.18248,358.63833,2.41081,0.2164612,0.12670227,3.9259653,MPO482677,2,Williams,0008,2017-09-14,2458004.39788,7.7789268,3.0761461,4.7757845,1.8710062,1.147516,Hilda
,,,15.9,0.15,164.0,0.3,0.0,2002-2020,M-v,38h,,,2013 CW189,['2008 EP38'],2459000.5,97.1049,359.87714,141.31632,11.05836,0.0121235,0.17572525,3.1567966,E2020-MB0,9,MPCLINUX,0400,2020-06-26,2458447.90481,5.6087993,3.1185252,3.195068,1.5781663,1.2169763,MBA
,,,15.4,0.15,143.0,0.39,0,2001-2020,M-v,38h,,,2015 RO100,,2459000.5,208.18291,66.23638,13.07182,8.53085,0.0779476,0.16676914,3.2688294,E2020-RF0,11,MPCLINUX,0400,2020-09-13,2459910.84304,5.9100123,3.014032,3.5236268,1.6244843,1.2036655,MBA
1.0,,1.0,19.0,0.15,69.0,0.31,6.0,,M-v,3Eh,,,2017 FN128,,2459000.5,133.41039,60.5542,350.16913,61.06667,0.5519715,0.39275606,1.8466622,MPO411587,1,MPCLINUX,A803,2017-04-23,2458660.82246,2.5094653,0.8273573,2.8659671,0.6420175,1.6624863,Apollo
,,,17.0,0.15,18.0,0.31,3.0,2002-2016,M-v,38h,,,2002 QC157,,2459000.5,193.87851,310.48609,4.95132,6.2156,0.2136663,0.19608464,2.9343168,MPO509910,2,Veres,0000,2016-04-10,2459847.69295,5.02644,2.3073522,3.5612814,1.4001778,1.2483584,MBA
,,,18.8,0.15,46.0,0.25,0.0,2006-2019,M-v,38h,,,2017 FN47,['2013 AX110'],2459000.5,6.20077,359.54809,115.10573,2.20727,0.1358518,0.27011159,2.3701395,MPO508607,5,MPCLINUX,0000,2019-12-04,2458977.54367,3.6488908,2.0481518,2.6921272,1.1631984,1.3775165,MBA
,,,17.02,0.15,253.0,0.54,0,2002-2020,M-v,3Ek,(164433),,2006 CJ40,,2459200.5,299.35393,170.65975,132.93525,7.22595,0.1181303,0.27924519,2.3181716,E2021-B55,13,Pan,0000,2020-04-18,2459417.67864,3.5295421,2.0443253,2.5920179,1.142911,1.3953285,MBA
,,,16.97,0.15,182.0,0.58,0,2002-2020,M-v,3Ek,(273907),,2007 HT57,['2008 SG163'],2459200.5,28.25784,145.58037,160.90118,5.51956,0.0716343,0.23583196,2.5945833,E2021-B55,13,Pan,0000,2020-10-17,2459080.67804,4.1792796,2.4087221,2.7804445,1.2906346,1.3145367,MBA
,,,16.09,0.15,226.0,0.59,0,2004-2020,M-v,3Ek,(445367),,2010 OF112,,2459200.5,0.02768,28.61415,329.0999,11.0641,0.1081475,0.18585746,3.0409974,E2021-B25,10,Pan,0000,2020-11-07,2459200.35107,5.3030299,2.7121211,3.3698737,1.5027151,1.2323944,MBA
,,,15.6,0.15,202.0,0.53,0,2001-2020,M-v,3Ek,(261587),,2005 XH24,,2459200.5,282.26602,161.62669,275.74887,22.00923,0.1882277,0.18164104,3.0878775,E2021-B55,8,Pan,0000,2020-09-14,2459628.45393,5.4261288,2.5066534,3.6691016,1.4892375,1.2259311,MBA
,,,16.04,0.15,712.0,0.5,0,2001-2020,M-v,3Ek,(203537),,2002 CG28,,2459200.5,155.99062,54.64795,1.66114,7.01598,0.1113374,0.27507744,2.3415283,E2021-B55,11,Pan,0000,2020-04-21,2458633.42099,3.583019,2.0808286,2.602228,1.1562513,1.3871439,MBA
,,,15.45,0.15,229.0,0.62,0,1990-2020,M-v,3Ek,(182884),,2002 CE263,,2459200.5,275.36818,33.4794,55.28174,12.89695,0.2134644,0.19064974,2.9898213,E2021-B55,15,Pan,0000,2020-08-14,2459644.41268,5.1697298,2.3516009,3.6280417,1.426792,1.2398237,MBA
,,,17.1,0.15,339.0,0.41,0,1993-2020,M-v,38h,(135538),,2002 CD213,,2459200.5,249.51137,189.94001,108.28093,3.33822,0.1864171,0.31748814,2.1280625,MPO532648,14,MPCW,0000,2020-01-24,2459548.50873,3.1043921,1.7313553,2.5247697,1.0270547,1.4751966,MBA
,,,17.2,0.15,52.0,0.38,0.0,2013-2019,M-v,38h,,,2014 NB21,,2459000.5,112.65269,88.84187,169.43077,16.10771,0.1238353,0.2029988,2.867304,E2020-R88,4,MPCLINUX,0400,2019-09-23,2458445.55736,4.855239,2.5122305,3.2223775,1.4116667,1.2593873,MBA
,,,13.28,0.15,204.0,0.48,0.0,2003-2020,M-v,3Ek,(352655),,2008 QX28,,2459200.5,310.20936,87.48611,323.25703,12.47843,0.0412973,0.08201078,5.2467303,E2021-B25,13,Pan,0009,2020-10-16,2459807.6237,12.0180252,5.0300545,5.4634061,2.6188911,1.0907604,Jupiter Trojan
,,,17.5,0.15,147.0,0.45,0,2003-2019,M-v,38h,(288003),,2003 UJ195,,2459200.5,1.1664,139.98207,237.42449,5.11056,0.1789496,0.28460814,2.2889581,MPO471043,10,MPCLINUX,0000,2019-04-03,2459196.40173,3.4630341,1.87935,2.6985662,1.1078294,1.4060033,MBA
,,,18.8,0.15,26.0,0.19,3,2015-2019,M-v,38h,,,2015 TA280,,2459000.5,87.42266,76.86557,240.61813,6.22225,0.2160262,0.24018547,2.5631355,E2020-DB1,2,Veres,0000,2019-10-05,2458636.52009,4.1035275,2.0094311,3.1168399,1.2217604,1.322214,MBA
1.0,,,24.0,0.15,19.0,0.89,8.0,,M-v,3Eh,,,2011 FQ2,,2459000.5,74.20321,54.66507,176.36793,11.04922,0.6567164,0.23917639,2.5703396,MPO196431,1,MPCS,2803,2011-03-25,2458690.25517,4.1208401,0.8823554,4.2583238,0.7309064,1.3204265,Apollo
,,,18.8,0.15,49.0,0.16,0,2006-2017,M-v,38h,,,2006 WM42,,2459000.5,255.25409,192.93973,195.89462,5.51286,0.2392734,0.26592458,2.3949534,MPO466246,4,MPCW,0000,2017-12-11,2459394.39342,3.7063429,1.8219048,2.968002,1.1289191,1.3695023,MBA
,,,16.9,0.15,336.0,0.4,1,2007-2020,M-v,38h,(444827),,2007 UM138,,2459200.5,85.08362,54.36692,355.73549,5.10449,0.2023995,0.24263859,2.5458304,MPO535259,6,MPCW,0000,2020-01-25,2458849.83999,4.0620401,2.0305556,3.0611052,1.2207695,1.3265797,MBA
,,,17.5,0.15,30.0,0.2,0.0,2004-2020,M-v,38h,,,2004 BQ173,,2459200.5,329.90404,54.17277,43.46657,12.06791,0.0325097,0.22275231,2.6951808,E2020-YE2,5,Veres,0000,2020-11-23,2459335.60954,4.4246799,2.6075613,2.7828003,1.3461662,1.2919981,MBA
,,,16.5,0.15,523.0,0.42,0.0,2007-2021,M-v,3Ek,(349203),,2007 RQ247,,2459200.5,22.54595,78.23512,279.68757,11.27225,0.2793887,0.22749669,2.6575779,E2021-B25,11,Pan,0000,2021-01-10,2459101.39544,4.3324046,1.9150807,3.4000751,1.2250663,1.3000836,MBA
,,,18.03,0.15,101.0,0.52,0,2012-2020,M-v,3Ek,(482462),,2012 HB57,,2459200.5,111.05543,311.56262,198.58033,21.48459,0.0697403,0.35890715,1.9610168,E2021-B25,6,Pan,0006,2020-05-22,2458891.07333,2.7461356,1.8242549,2.0977787,0.9757395,1.5726932,Hungaria
,,,15.79,0.15,525.0,0.53,0,1996-2020,M-v,3Ek,(231421),,2007 EU55,['2005 YX2'],2459200.5,273.27075,345.29727,13.17232,13.27758,0.2955042,0.2347018,2.6029057,E2021-B55,11,Pan,0000,2020-05-26,2459570.02955,4.1994039,1.8337361,3.3720753,1.1878064,1.3125582,MBA
,,,18.1,0.15,113.0,0.28,0.0,2006-2018,M-v,38h,,,2006 SA14,,2459000.5,271.09309,17.3667,359.15927,4.211,0.218456,0.27174973,2.3606049,E2020-OH0,4,MPCLINUX,0400,2018-01-13,2459327.6647,3.6268948,1.8449166,2.8762932,1.1239748,1.3806776,MBA
,,,14.54,0.15,845.0,0.69,0.0,1990-2021,M-v,3Ek,(77885),,2001 SB143,,2459200.5,289.20036,350.20942,248.60088,4.91562,0.1711312,0.17966485,3.1104792,E2021-B10,21,Pan,0000,2021-01-12,2459594.56517,5.4858124,2.5781792,3.6427792,1.509693,1.2229251,MBA
,,,16.02,0.15,158.0,0.63,0,2004-2020,M-v,3Ek,(386745),,2010 BC10,,2459200.5,122.7201,329.77906,92.30444,23.07614,0.0554859,0.18209032,3.0827962,E2021-B25,10,Pan,0000,2020-02-17,2458526.54812,5.4127407,2.9117445,3.2538479,1.5366526,1.2266165,MBA
,,,17.8,0.15,32.0,0.34,2.0,2004-2019,M-v,38h,,,2015 DQ79,,2459000.5,325.25241,291.99751,358.94472,6.49709,0.0666599,0.23674346,2.5879192,MPO544435,4,MPCLINUX,0000,2019-02-04,2459147.27322,4.1631884,2.4154088,2.7604296,1.2882098,1.3161367,MBA
,,,19.0,0.15,23.0,0.24,4.0,2012-2019,M-v,38h,,,2012 VV123,,2459000.5,40.91029,19.88309,12.02407,5.24803,0.1621845,0.27377317,2.3489591,MPO517835,2,Veres,0000,2019-10-03,2458851.06863,3.6000885,1.9679943,2.7299239,1.1435863,1.3846023,MBA
1.0,,,25.1,0.15,27.0,0.83,7,,M-v,3Eh,,,1999 VV25,,2459000.5,57.94643,204.85837,231.70177,7.43965,0.5567199,0.2968357,2.225659,MPO265604,1,MPCW,2803,1999-11-17,2458805.28618,3.3203811,0.9865903,3.4647277,0.7679224,1.4309637,Apollo
,,,16.5,0.15,64.0,0.29,0.0,2013-2020,M-v,38h,,,2017 LO2,,2459000.5,288.02565,294.76888,283.41067,9.22228,0.050817,0.18640187,3.0350735,E2020-O05,6,Veres,0400,2020-01-25,2459386.62476,5.2875419,2.8808402,3.1893068,1.5136179,1.2332339,MBA
,,,16.62,0.15,571.0,0.54,0,1977-2020,M-v,3Ek,(107179),,2001 BK25,,2459200.5,149.07231,256.57257,174.17899,2.28898,0.1911671,0.26298061,2.4127939,E2021-B55,14,Pan,0000,2020-05-21,2458633.64332,3.7478339,1.9515471,2.8740407,1.1623093,1.363923,MBA
,,,16.2,0.15,99.0,0.29,0,2003-2020,M-v,38h,,,2007 AF31,,2459000.5,295.56138,241.89879,112.18415,12.29471,0.0856426,0.18503822,3.0499666,E2020-M13,9,MPCLINUX,0400,2020-06-16,2459348.74496,5.3265085,2.7887595,3.3111737,1.5137981,1.2311333,MBA
,,,17.5,0.15,50.0,0.26,0.0,2005-2020,M-v,38h,,,2019 GP66,,2459200.5,55.29757,123.52268,158.06645,3.77278,0.094268,0.1916709,2.9791927,E2020-UQ6,7,Veres,0400,2020-09-15,2458911.99731,5.1421873,2.6983502,3.2600352,1.4763591,1.2414183,MBA
,,,17.2,0.15,60.0,0.31,0.0,2009-2020,M-v,38h,,,2014 HL170,,2459000.5,224.04382,341.0842,119.01885,8.83485,0.1818666,0.22675823,2.6633445,E2020-QG2,7,MPCLINUX,0400,2020-08-21,2459600.06456,4.3465134,2.1789711,3.1477179,1.2876266,1.2988185,MBA
,,,16.0,0.15,133.0,0.3,0.0,2003-2020,M-v,38h,,,2003 TW43,"['2010 BF108', '2015 TL105']",2459200.5,285.62657,242.1202,208.45372,17.86801,0.1046721,0.16837907,3.2479598,E2020-TF9,10,MPCLINUX,0400,2020-10-14,2459642.20253,5.8535047,2.907989,3.5879306,1.6061872,1.2060367,MBA
,,,17.2,0.15,58.0,0.24,0.0,2011-2020,M-v,38h,,,2015 EZ73,,2459000.5,323.0779,80.26302,181.96606,8.63169,0.1015376,0.21824541,2.732159,MPO545984,5,MPCLINUX,0400,2020-05-20,2459169.67699,4.5160522,2.4547421,3.0095759,1.3519954,1.2844099,MBA
,,,18.1,0.15,119.0,0.31,0,1996-2018,M-v,38h,(379694),,2011 FQ72,,2459200.5,296.8693,57.74659,31.58678,1.90054,0.1454684,0.26739786,2.3861483,MPO434349,7,MPCLINUX,0000,2018-01-22,2459436.59282,3.6859221,2.0390391,2.7332575,1.1678274,1.3723116,MBA
,,,17.42,0.15,282.0,0.54,0,1996-2020,M-v,3Ek,(238074),,2003 FG32,,2459200.5,31.75209,29.21886,169.72729,5.53577,0.1080529,0.28461633,2.2889142,E2021-B55,12,Pan,0000,2020-03-22,2459088.93896,3.4629344,2.0415904,2.536238,1.1310951,1.4060197,MBA
,,,13.77,0.15,1644.0,0.47,0,1991-2021,M-v,3Ek,(8168),Rogerbourke,1991 FK1,['1995 HU'],2459200.5,32.96625,270.36005,217.88703,21.17279,0.2897845,0.26604865,2.3942087,E2021-B10,21,Pan,0000,2021-01-13,2459076.58937,3.7046144,1.7004041,3.0880133,1.0965774,1.3697385,MBA
,,,19.2,0.15,20.0,0.24,5.0,2011-2015,M-v,38h,,,2011 SN145,,2459000.5,65.58306,150.29811,259.0722,2.7418,0.1734376,0.25863005,2.4397766,MPO516588,2,Veres,0000,2015-11-02,2458746.9213,3.8108784,2.0166276,2.8629256,1.1831933,1.3557607,MBA
,,,14.93,0.15,999.0,0.61,0,1982-2020,M-v,3Ek,(38772),,2000 RR9,['1991 RT39'],2459200.5,329.66778,239.56398,125.05455,4.05226,0.2068339,0.23492337,2.6012688,E2021-B10,21,Pan,0000,2020-07-23,2459329.61542,4.1954432,2.0632382,3.1392994,1.2449929,1.3129456,MBA
,,,18.0,0.15,43.0,0.23,0.0,2008-2020,M-v,38h,,,2008 HZ31,,2459000.5,261.54173,142.30731,120.95388,3.1114,0.0388771,0.23138732,2.6277034,MPO543307,6,MPCLINUX,0000,2020-02-14,2459426.01285,4.2595578,2.5255459,2.7298609,1.3118659,1.3067901,MBA
,,,17.7,0.15,20.0,0.33,3.0,,M-v,38h,,,2019 RT19,,2459000.5,75.41405,174.03239,183.20269,33.58838,0.1858858,0.23651735,2.5895683,MPO525443,1,Veres,2000,2019-10-28,2458681.64785,4.1671684,2.1082043,3.0709323,1.2500448,1.3157394,MBA
